temperature,rainfall,wind_speed,flood_risk
40.44816920441741,4.313083354154523,0.6512487509416709,0
21.21766896802017,42.87036633075983,17.354592885678276,1
34.28792985160617,20.825382768660887,15.81133191490565,0
43.342196210916626,4.289272573598679,7.2046590915021635,0
26.42862920405324,20.949366622697102,4.89251685466797,0
35.35768774786301,24.29875789960081,7.306177757187255,0
44.93868321626503,43.28436460995449,11.644197424534537,1
29.87772644338329,8.26853848330954,6.007421780932192,0
41.40878186074637,19.027192306116085,5.25402257655376,0
43.774008641889395,8.97404218283614,5.291761208231492,0
37.29374543188126,48.36753747985153,9.039444182710357,1
39.04925809821053,34.917068739384874,18.035123734223497,1
20.95113357751927,33.60061653133884,6.941469194238861,1
39.12631646616563,32.60283710816717,13.693995849131648,1
25.65266218369589,44.87344814996661,10.209621886454315,1
31.026691200952904,47.47268764989887,2.7080579737591504,1
23.74963966306021,28.431809336445834,12.04753769609307,1
29.672144372718435,36.905094892962715,4.2170638984259945,1
20.070447477649545,20.298631862529376,10.693869956509037,0
29.63547098197244,5.768510721791259,13.049396307195046,0
33.054989084112805,18.442366381222396,18.64703723642413,0
43.39978964480082,2.2412215759409495,9.783260081247969,0
20.71966662978295,23.98450634727634,4.350297499756264,0
37.93001840346279,30.309883748300432,10.40363716618685,1
38.07798214842795,44.567583269556025,16.55569851005699,1
33.29751077474836,17.093409018036766,13.307311319655826,0
31.53723083649205,5.385604687526735,9.55946282633198,0
43.513715477015495,13.199567054192517,5.063703393655274,0
39.94939437258304,37.89036609937935,9.067226536814745,1
28.66177696195478,34.51538670272252,13.736511007957859,1
39.839737480048825,39.17375141671703,7.815676352225706,1
21.596424710011576,48.05740282046852,11.856311423088624,1
40.459053578309565,14.366136806503354,19.67664409931969,0
28.00003651030474,27.475173811650315,12.197057668079356,1
25.40661697181221,35.80544317878665,12.968217528236854,1
41.0336217971694,29.847900742383715,12.076196361026458,1
24.94597726553375,14.858477571670198,9.15866365089724,0
43.3010500569505,19.393696953142047,15.794454014742282,0
39.91315845820298,19.97720496388163,9.734140597151557,0
36.27475533018878,26.588724814487076,17.447135720298196,1
22.516663409965915,34.7316770563041,2.9412745497363812,1
43.673181708384526,6.3562527163269875,4.929013423286362,0
24.237982363027207,39.692266411834545,15.196163284832862,1
40.694158870366266,23.749869840920468,17.700298503172927,0
21.699001227631342,5.705944961406784,10.284183483403952,0
25.936284190006273,14.725327221883278,4.86270975542374,0
21.824287825262147,34.71475701709817,0.17470290280416245,1
20.46968040848655,4.24032919566717,0.22979417892536658,0
26.61400592175083,39.40985223385978,13.088274228995548,1
43.663970454299246,39.88884607450601,13.102858181804123,1
36.324555037726434,21.988214433372637,6.548912140123555,0
21.479672909349986,5.516482022998498,7.51600560465209,0
38.20668548165676,41.35396508466457,19.23047798147745,1
21.990697998493452,18.882083972885138,18.812640041632275,0
23.297825079714734,6.199542270983854,0.04700142411568464,0
24.77853674205542,38.13211982181514,7.573282515312336,1
37.15720174786317,33.073943392612435,17.25548929956359,1
35.05885379294091,34.68073426018642,2.4008451111960083,1
30.703065111469865,32.797736977322174,5.7360552610759825,1
31.032705148447832,40.30645876257291,9.004740050535599,1
27.733273681272653,1.62274658920612,12.696468352113499,0
32.509200989794564,39.0643633506559,2.3824765979300944,1
34.40131061324094,32.287089090496906,2.0183258268141713,1
39.79198549652481,35.72471629299225,10.880709982629948,1
26.838969826566817,9.850729403048252,5.303337061085096,0
43.20162886544806,23.02112656675492,4.218167129939296,0
25.759320968131078,42.48178885805211,0.09853545810651232,1
28.742663149414778,23.238468572845626,15.14401909184584,0
43.70747132447122,22.921271780127118,0.6296131901969493,0
26.29993352156173,4.950016762305881,0.028176548495246756,0
26.14977897848498,5.705104330385269,6.314867713958674,0
33.96969919192813,17.769643822817184,4.912726143571124,0
33.388631009407774,14.729764116784933,9.072949695572854,0
34.70088772815639,37.386312049877816,19.48148490046907,1
29.62502974601208,13.109820237465714,12.45590492496364,0
40.41452018312776,39.99957146303666,0.4001447721121809,1
24.880120914780946,47.23386022589434,5.036234245560333,1
31.623351734263743,22.917030359409356,16.73428656004415,0
33.518214592080234,0.07229141526549077,5.205023980426587,0
39.04754261979085,11.629745265904745,17.014072814170888,0
30.842587389983866,20.577422777534544,8.813200560040702,0
34.717768253711654,45.81348992747761,2.699759886593962,1
33.407901257759384,1.2877782721779973,6.715864437639443,0
37.090462545109034,35.45520865467145,16.916539577381343,1
42.42887716617237,18.607435714546888,8.044652745879691,0
38.525603900014666,39.32737077100171,10.410577606296435,1
26.543936488820297,26.119063885575635,11.151134204901826,1
43.170788499574265,17.242332041043156,12.638413545165893,0
36.89531646296014,40.044253110356955,17.727511642691574,1
27.843451980821822,18.33762996228327,4.7915706973683285,0
29.6719588876286,27.695636682576826,7.000354127251203,1
26.9339132709045,41.646046048491655,17.299774301907565,1
26.91170124675659,36.68886493975748,5.044963731727075,1
38.01086705848728,13.566952139220417,2.1968434616254906,0
23.829242625919214,42.56194583752243,13.781549858541794,1
27.978276607739858,0.11115375120049897,13.874318108805966,0
23.636382662992602,19.108956682421148,1.1955448448865291,0
42.664749844435434,33.92029219211533,11.483535186932931,1
23.73330545030489,29.843897419142245,13.777106723362477,1
23.949255794486543,22.193264767684845,19.155459001363198,0
21.157797457327558,1.412101844645125,2.2005420793051744,0
22.896716515579467,12.49757749591397,7.520209023232065,0
44.774899107565375,39.72356404511459,1.8644470304707883,1
24.65419026443234,36.80912589693621,11.606146514496789,1
20.502273257971815,20.683731304146775,16.23404531686803,0
38.692661327114166,2.478804945200891,12.600771560060963,0
28.39421567201763,44.62426623546051,10.75260275832199,1
41.834850879807426,2.9659889643149864,10.475119105163479,0
24.77193005964043,17.124159068289245,18.13178556202494,0
42.35390338566059,8.350819293417144,15.476369877735527,0
33.9482031810699,8.075875030302754,14.38267225741626,0
42.03628378945366,10.077215632607222,2.5885968642261603,0
43.881318736303044,30.934958764571597,18.21468670347718,1
32.297729473216364,3.3637869673472878,6.923022096924214,0
40.80298524995557,25.47707895946004,11.4741073113969,1
25.502603324534462,19.390519200083283,13.835403388378186,0
43.54731937507158,28.632719772258664,7.6141496321048585,1
40.684849999815135,42.67761241756671,15.24476319139592,1
20.83048077864592,9.658992846213765,1.98705618016902,0
43.5693613438883,0.3909439895610545,14.300383770271058,0
33.973417734169445,23.277668115045923,17.8628726884314,0
34.056550341617076,16.36761820928449,18.245056461554068,0
42.07815535786188,46.55083996206397,6.955964314384304,1
23.69549530125366,28.695469041700466,4.5717776292290875,1
25.836699244914136,2.1845562085551995,5.76919440630558,0
20.002815471081245,37.0723754006266,1.4881644023782625,1
22.400078427309996,40.87536270471589,9.241159272101342,1
23.705723585443828,21.606068507609226,11.438720359193216,0
33.45715247477942,44.832202307941884,13.94811385250646,1
24.502418586462127,26.071186494463937,15.267448732958751,1
32.018835834888414,5.966385903499599,6.901784106390085,0
32.633296452343394,47.53155183475951,8.258908793145046,1
36.27572728810455,2.8349096619282643,4.381822151016235,0
31.45609350495525,32.44639475938772,7.139652087196049,1
22.019427834431674,2.104190770421349,4.519411720257711,0
40.52090816876368,10.403704536617658,2.6097169215192806,0
21.41324971394439,48.52243737418724,19.27664769161751,1
29.736759428806593,17.61591314576582,17.30891746936686,0
